sample,total_count,population,count,percentage
sample01981,102289,cd4_t_cell,32012,31.295643
sample01981,102289,nk_cell,12654,12.370832
sample01981,102289,monocyte,17704,17.307824
sample01982,106748,b_cell,12571,11.776333
sample01982,106748,cd8_t_cell,27578,25.834676
sample01982,106748,cd4_t_cell,35983,33.70836
sample01982,106748,nk_cell,11407,10.685914
sample01982,106748,monocyte,19209,17.994717
sample01983,94003,b_cell,9370,9.967767
sample01983,94003,cd8_t_cell,22922,24.384328
sample01983,94003,cd4_t_cell,29731,31.627714
sample01983,94003,nk_cell,14463,15.385679
sample01983,94003,monocyte,17517,18.634512
sample01984,97485,b_cell,13552,13.901626
sample01984,97485,cd8_t_cell,25046,25.692158
sample01984,97485,cd4_t_cell,27038,27.735549
sample01984,97485,nk_cell,14403,14.774581
sample01984,97485,monocyte,17446,17.896087
sample01985,98789,b_cell,11293,11.431435
sample01985,98789,cd8_t_cell,25492,25.804492
sample01985,98789,cd4_t_cell,30162,30.531739
sample01985,98789,nk_cell,12782,12.938688
sample01985,98789,monocyte,19060,19.293646
sample01986,106905,b_cell,10305,9.639399
sample01986,106905,cd8_t_cell,24936,23.325382
sample01986,106905,cd4_t_cell,28835,26.972546
sample01986,106905,nk_cell,14834,13.875871
sample01986,106905,monocyte,27995,26.186801
sample01987,107565,b_cell,13523,12.571933
sample01987,107565,cd8_t_cell,16811,15.62869
sample01987,107565,cd4_t_cell,29689,27.600985
sample01987,107565,nk_cell,22389,20.814391
sample01987,107565,monocyte,25153,23.384
sample01988,104688,b_cell,11219,10.716606
sample01988,104688,cd8_t_cell,21683,20.71202
sample01988,104688,cd4_t_cell,34063,32.537636
sample01988,104688,nk_cell,17894,17.092694
sample01988,104688,monocyte,19829,18.941044
sample01989,89764,b_cell,7454,8.303997
sample01989,89764,cd8_t_cell,27021,30.102268
sample01989,89764,cd4_t_cell,17673,19.688294
sample01989,89764,nk_cell,18426,20.52716
sample01989,89764,monocyte,19190,21.378281
sample01990,103317,b_cell,16180,15.66054
sample01990,103317,cd8_t_cell,17464,16.903317
sample01990,103317,cd4_t_cell,32806,31.752761
sample01990,103317,nk_cell,13610,13.17305
sample01990,103317,monocyte,23257,22.510332
sample01991,109194,b_cell,9407,8.614942
sample01991,109194,cd8_t_cell,26866,24.603916
sample01991,109194,cd4_t_cell,38448,35.210726
sample01991,109194,nk_cell,16306,14.933055
sample01991,109194,monocyte,18167,16.637361
sample01992,90333,b_cell,5042,5.58157
sample01992,90333,cd8_t_cell,26504,29.34033
sample01992,90333,cd4_t_cell,23606,26.1322
sample01992,90333,nk_cell,17168,19.005236
sample01992,90333,monocyte,18013,19.940664
sample01993,100357,b_cell,7956,7.927698
sample01993,100357,cd8_t_cell,27018,26.921889
sample01993,100357,cd4_t_cell,31472,31.360045
sample01993,100357,nk_cell,12128,12.084857
sample01993,100357,monocyte,21783,21.705511
sample01994,98507,b_cell,10958,11.124083
sample01994,98507,cd8_t_cell,21937,22.269483
sample01994,98507,cd4_t_cell,33987,34.502117
sample01994,98507,nk_cell,13433,13.636594
sample01994,98507,monocyte,18192,18.467723
sample01995,98526,b_cell,9523,9.665469
sample01995,98526,cd8_t_cell,22178,22.509794
sample01995,98526,cd4_t_cell,38257,38.829345
sample01995,98526,nk_cell,12030,12.209975
sample01995,98526,monocyte,16538,16.785417
sample01996,104150,b_cell,9839,9.446952
sample01996,104150,cd8_t_cell,28436,27.302928
sample01996,104150,cd4_t_cell,31818,30.550168
sample01996,104150,nk_cell,13461,12.924628
sample01996,104150,monocyte,20596,19.775324
sample01997,103920,b_cell,15889,15.289646
sample01997,103920,cd8_t_cell,22051,21.219207
sample01997,103920,cd4_t_cell,30747,29.587182
sample01997,103920,nk_cell,21631,20.81505
sample01997,103920,monocyte,13602,13.088915
sample01998,104151,b_cell,9802,9.411335
sample01998,104151,cd8_t_cell,24493,23.516817
sample01998,104151,cd4_t_cell,34812,33.424547
sample01998,104151,nk_cell,16878,16.205317
sample01998,104151,monocyte,18166,17.441983
sample01999,96616,b_cell,8360,8.652811
sample01999,96616,cd8_t_cell,35532,36.776517
sample01999,96616,cd4_t_cell,24457,25.313613
sample01999,96616,nk_cell,14424,14.929204
sample01999,96616,monocyte,13843,14.327855
sample02000,107110,b_cell,13459,12.565587
sample02000,107110,cd8_t_cell,29363,27.413874
sample02000,107110,cd4_t_cell,31729,29.622818
sample02000,107110,nk_cell,12745,11.898982
sample02000,107110,monocyte,19814,18.49874
sample02001,99673,b_cell,9776,9.808072
sample02001,99673,cd8_t_cell,26128,26.213719
sample02001,99673,cd4_t_cell,31405,31.508031
sample02001,99673,nk_cell,19123,19.185737
sample02001,99673,monocyte,13241,13.28444
sample02002,108239,b_cell,12034,11.117989
sample02002,108239,cd8_t_cell,31743,29.326768
sample02002,108239,cd4_t_cell,22928,21.182753
sample02002,108239,nk_cell,16159,14.929
sample02002,108239,monocyte,25375,23.443491
sample02003,100358,b_cell,6506,6.482792
sample02003,100358,cd8_t_cell,20241,20.168796
sample02003,100358,cd4_t_cell,31077,30.966141
sample02003,100358,nk_cell,15491,15.43574
sample02003,100358,monocyte,27043,26.946531
sample02004,108743,b_cell,13907,12.788869
sample02004,108743,cd8_t_cell,33676,30.96843
sample02004,108743,cd4_t_cell,25167,23.143559
sample02004,108743,nk_cell,16372,15.055682
sample02004,108743,monocyte,19621,18.04346
sample02005,107940,b_cell,11245,10.417825
sample02005,107940,cd8_t_cell,34071,31.564758
sample02005,107940,cd4_t_cell,24672,22.857143
sample02005,107940,nk_cell,8341,7.727441
sample02005,107940,monocyte,29611,27.432833
sample02006,108688,b_cell,13609,12.521161
sample02006,108688,cd8_t_cell,39775,36.595576
sample02006,108688,cd4_t_cell,30734,28.277271
sample02006,108688,nk_cell,13839,12.732776
sample02006,108688,monocyte,10731,9.873215
sample02007,108524,b_cell,15553,14.331392
sample02007,108524,cd8_t_cell,24279,22.37201
sample02007,108524,cd4_t_cell,24371,22.456784
sample02007,108524,nk_cell,17061,15.720947
sample02007,108524,monocyte,27260,25.118868
sample02008,106397,b_cell,10535,9.901595
sample02008,106397,cd8_t_cell,20073,18.866133
sample02008,106397,cd4_t_cell,35237,33.118415
sample02008,106397,nk_cell,17672,16.609491
sample02008,106397,monocyte,22880,21.504366
sample02009,104964,b_cell,8853,8.43432
sample02009,104964,cd8_t_cell,27574,26.269959
sample02009,104964,cd4_t_cell,31632,30.136047
sample02009,104964,nk_cell,20703,19.723905
sample02009,104964,monocyte,16202,15.435768
sample02010,106400,b_cell,9810,9.219925
sample02010,106400,cd8_t_cell,24345,22.880639
sample02010,106400,cd4_t_cell,30835,28.980263
sample02010,106400,nk_cell,20030,18.825188
sample02010,106400,monocyte,21380,20.093985
sample02011,96495,b_cell,13579,14.072232
sample02011,96495,cd8_t_cell,19144,19.83937
sample02011,96495,cd4_t_cell,30592,31.703197
sample02011,96495,nk_cell,7563,7.837712
sample02011,96495,monocyte,25617,26.54749
sample02012,104191,b_cell,10039,9.635189
sample02012,104191,cd8_t_cell,31521,30.253093
sample02012,104191,cd4_t_cell,25680,24.647042
sample02012,104191,nk_cell,11271,10.817633
sample02012,104191,monocyte,25680,24.647042
sample02013,109641,b_cell,6833,6.232158
sample02013,109641,cd8_t_cell,26275,23.964575
sample02013,109641,cd4_t_cell,28577,26.064155
sample02013,109641,nk_cell,13952,12.725167
sample02013,109641,monocyte,34004,31.013946
sample02014,111102,b_cell,6122,5.510252
sample02014,111102,cd8_t_cell,32860,29.576425
sample02014,111102,cd4_t_cell,35708,32.139835
sample02014,111102,nk_cell,16971,15.275153
sample02014,111102,monocyte,19441,17.498335
sample02015,98223,b_cell,8959,9.121082
sample02015,98223,cd8_t_cell,26574,27.054763
sample02015,98223,cd4_t_cell,35660,36.305142
sample02015,98223,nk_cell,10046,10.227747
sample02015,98223,monocyte,16984,17.291266
sample02016,88207,b_cell,11331,12.845919
sample02016,88207,cd8_t_cell,26393,29.921662
sample02016,88207,cd4_t_cell,17583,19.933792
sample02016,88207,nk_cell,13314,15.09404
sample02016,88207,monocyte,19586,22.204587
sample02017,102520,b_cell,9321,9.091885
sample02017,102520,cd8_t_cell,29883,29.148459
sample02017,102520,cd4_t_cell,35779,34.899532
sample02017,102520,nk_cell,9711,9.472298
sample02017,102520,monocyte,17826,17.387827
sample02018,93989,b_cell,10793,11.483259
sample02018,93989,cd8_t_cell,22786,24.243263
sample02018,93989,cd4_t_cell,28434,30.252476
sample02018,93989,nk_cell,10500,11.17152
sample02018,93989,monocyte,21476,22.849482
sample02019,108685,b_cell,10662,9.810001
sample02019,108685,cd8_t_cell,31031,28.551318
sample02019,108685,cd4_t_cell,35582,32.738648
sample02019,108685,nk_cell,9101,8.373741
sample02019,108685,monocyte,22309,20.526292
sample02020,97711,b_cell,5784,5.919497
sample02020,97711,cd8_t_cell,31069,31.796829
sample02020,97711,cd4_t_cell,22402,22.926794
sample02020,97711,nk_cell,19121,19.568933
sample02020,97711,monocyte,19335,19.787946
sample02021,106520,b_cell,12191,11.444799
sample02021,106520,cd8_t_cell,34540,32.425836
sample02021,106520,cd4_t_cell,28485,26.741457
sample02021,106520,nk_cell,13086,12.285017
sample02021,106520,monocyte,18218,17.102891
sample02022,105851,b_cell,9843,9.29892
sample02022,105851,cd8_t_cell,30103,28.439032
sample02022,105851,cd4_t_cell,30981,29.2685
sample02022,105851,nk_cell,21479,20.291731
sample02022,105851,monocyte,13445,12.701817
sample02023,95311,b_cell,12860,13.492671
sample02023,95311,cd8_t_cell,32811,34.425198
sample02023,95311,cd4_t_cell,20360,21.361648
sample02023,95311,nk_cell,14646,15.366537
sample02023,95311,monocyte,14634,15.353947
sample02024,98365,b_cell,8035,8.168556
sample02024,98365,cd8_t_cell,21586,21.944797
sample02024,98365,cd4_t_cell,30520,31.027296
sample02024,98365,nk_cell,12790,13.002592
sample02024,98365,monocyte,25434,25.856758
sample02025,92676,b_cell,9313,10.048988
sample02025,92676,cd8_t_cell,22377,24.14541
sample02025,92676,cd4_t_cell,26691,28.800337
sample02025,92676,nk_cell,15338,16.550132
sample02025,92676,monocyte,18957,20.455134
sample02026,91011,b_cell,6356,6.983771
sample02026,91011,cd8_t_cell,22199,24.391557
sample02026,91011,cd4_t_cell,35930,39.478744
sample02026,91011,nk_cell,11451,12.581996
sample02026,91011,monocyte,15075,16.563932
sample02027,108331,b_cell,13921,12.850431
sample02027,108331,cd8_t_cell,26099,24.091904
sample02027,108331,cd4_t_cell,30248,27.921832
sample02027,108331,nk_cell,11924,11.007006
sample02027,108331,monocyte,26139,24.128827
sample02028,104550,b_cell,11267,10.776662
sample02028,104550,cd8_t_cell,12775,12.219034
sample02028,104550,cd4_t_cell,34974,33.451937
sample02028,104550,nk_cell,16404,15.6901
sample02028,104550,monocyte,29130,27.862267
sample02029,99906,b_cell,12437,12.448702
sample02029,99906,cd8_t_cell,18065,18.081997
sample02029,99906,cd4_t_cell,24934,24.95746
sample02029,99906,nk_cell,16424,16.439453
sample02029,99906,monocyte,28046,28.072388
sample02030,96763,b_cell,5926,6.124242
sample02030,96763,cd8_t_cell,24238,25.048831
sample02030,96763,cd4_t_cell,31192,32.235462
sample02030,96763,nk_cell,15546,16.066058
sample02030,96763,monocyte,19861,20.525407
sample02031,92981,b_cell,6747,7.256321
sample02031,92981,cd8_t_cell,27849,29.95128
sample02031,92981,cd4_t_cell,30316,32.604511
sample02031,92981,nk_cell,15806,16.999172
sample02031,92981,monocyte,12263,13.188716
sample02032,95787,b_cell,7119,7.432115
sample02032,95787,cd8_t_cell,26462,27.625878
sample02032,95787,cd4_t_cell,28142,29.37977
sample02032,95787,nk_cell,11901,12.424442
sample02032,95787,monocyte,22163,23.137795
sample02033,104016,b_cell,6983,6.71339
sample02033,104016,cd8_t_cell,30832,29.641594
sample02033,104016,cd4_t_cell,24605,23.655015
sample02033,104016,nk_cell,27496,26.434395
sample02033,104016,monocyte,14100,13.555607
sample02034,102077,b_cell,8539,8.365254
sample02034,102077,cd8_t_cell,28832,28.245344
sample02034,102077,cd4_t_cell,34017,33.324843
sample02034,102077,nk_cell,11785,11.545206
sample02034,102077,monocyte,18904,18.519353
sample02035,96050,b_cell,5815,6.054138
sample02035,96050,cd8_t_cell,21735,22.628839
sample02035,96050,cd4_t_cell,26289,27.37012
sample02035,96050,nk_cell,17870,18.604893
sample02035,96050,monocyte,24341,25.342009
sample02036,102238,b_cell,15727,15.382734
sample02036,102238,cd8_t_cell,27698,27.091688
sample02036,102238,cd4_t_cell,22597,22.102349
sample02036,102238,nk_cell,23069,22.564017
sample02036,102238,monocyte,13147,12.859211
sample02037,108493,b_cell,12590,11.604435
sample02037,108493,cd8_t_cell,31257,28.810154
sample02037,108493,cd4_t_cell,32828,30.258173
sample02037,108493,nk_cell,15559,14.341017
sample02037,108493,monocyte,16259,14.98622
sample02038,103411,b_cell,8599,8.315363
sample02038,103411,cd8_t_cell,23803,23.017861
sample02038,103411,cd4_t_cell,35905,34.720678
sample02038,103411,nk_cell,10114,9.780391
sample02038,103411,monocyte,24990,24.165708
sample02039,106824,b_cell,8420,7.882124
sample02039,106824,cd8_t_cell,28686,26.853516
sample02039,106824,cd4_t_cell,23024,21.553209
sample02039,106824,nk_cell,22668,21.219951
sample02039,106824,monocyte,24026,22.4912
sample02040,99240,b_cell,8075,8.13684
sample02040,99240,cd8_t_cell,22407,22.578597
sample02040,99240,cd4_t_cell,30841,31.077187
sample02040,99240,nk_cell,12036,12.128174
sample02040,99240,monocyte,25881,26.079202
sample02041,93976,b_cell,12559,13.36405
sample02041,93976,cd8_t_cell,18965,20.180684
sample02041,93976,cd4_t_cell,23422,24.923385
sample02041,93976,nk_cell,16105,17.137354
sample02041,93976,monocyte,22925,24.394526
sample02042,101714,b_cell,9773,9.608314
sample02042,101714,cd8_t_cell,24780,24.362428
sample02042,101714,cd4_t_cell,31298,30.770592
sample02042,101714,nk_cell,13335,13.11029
sample02042,101714,monocyte,22528,22.148377
sample02043,101679,b_cell,18326,18.023387
sample02043,101679,cd8_t_cell,18229,17.927989
sample02043,101679,cd4_t_cell,33158,32.61047
sample02043,101679,nk_cell,11051,10.868518
sample02043,101679,monocyte,20915,20.569636
sample02044,91034,b_cell,5430,5.964804
sample02044,91034,cd8_t_cell,26401,29.001252
sample02044,91034,cd4_t_cell,28292,31.078498
sample02044,91034,nk_cell,13411,14.731858
sample02044,91034,monocyte,17500,19.223587
sample02045,106449,b_cell,7961,7.478699
sample02045,106449,cd8_t_cell,28880,27.130363
sample02045,106449,cd4_t_cell,28011,26.31401
sample02045,106449,nk_cell,15633,14.685906
sample02045,106449,monocyte,25964,24.391023
sample02046,92197,b_cell,9924,10.763908
sample02046,92197,cd8_t_cell,26349,28.579021
sample02046,92197,cd4_t_cell,26901,29.177739
sample02046,92197,nk_cell,9589,10.400555
sample02046,92197,monocyte,19434,21.078777
sample02047,93320,b_cell,5356,5.739391
sample02047,93320,cd8_t_cell,24390,26.135877
sample02047,93320,cd4_t_cell,23736,25.435062
sample02047,93320,nk_cell,21307,22.83219
sample02047,93320,monocyte,18531,19.85748
sample02048,106264,b_cell,7722,7.266807
sample02048,106264,cd8_t_cell,21369,20.10935
sample02048,106264,cd4_t_cell,39457,37.131107
sample02048,106264,nk_cell,9883,9.300422
sample02048,106264,monocyte,27833,26.192313
sample02049,92674,b_cell,13030,14.060038
sample02049,92674,cd8_t_cell,21203,22.879125
sample02049,92674,cd4_t_cell,26034,28.092021
sample02049,92674,nk_cell,12107,13.064074
sample02049,92674,monocyte,20300,21.904741
sample02050,95682,b_cell,8690,9.082168
sample02050,95682,cd8_t_cell,18988,19.844903
sample02050,95682,cd4_t_cell,33066,34.558224
sample02050,95682,nk_cell,18406,19.236638
sample02050,95682,monocyte,16532,17.278067
sample02051,93580,b_cell,10056,10.745886
sample02051,93580,cd8_t_cell,16866,18.023082
sample02051,93580,cd4_t_cell,32834,35.086557
sample02051,93580,nk_cell,14640,15.644368
sample02051,93580,monocyte,19184,20.500107
sample02052,96364,b_cell,9936,10.310904
sample02052,96364,cd8_t_cell,24100,25.00934
sample02052,96364,cd4_t_cell,30198,31.337429
sample02052,96364,nk_cell,11643,12.082313
sample02052,96364,monocyte,20487,21.260014
sample02053,94160,b_cell,10503,11.154418
sample02053,94160,cd8_t_cell,21051,22.356627
sample02053,94160,cd4_t_cell,21918,23.2774
sample02053,94160,nk_cell,12530,13.307137
sample02053,94160,monocyte,28158,29.904418
sample02054,88747,b_cell,11035,12.434223
sample02054,88747,cd8_t_cell,23435,26.406526
sample02054,88747,cd4_t_cell,22479,25.329307
sample02054,88747,nk_cell,13041,14.694581
sample02054,88747,monocyte,18757,21.135362
sample02055,108273,b_cell,13001,12.00761
sample02055,108273,cd8_t_cell,32854,30.343668
sample02055,108273,cd4_t_cell,30387,28.065169
sample02055,108273,nk_cell,16980,15.68258
sample02055,108273,monocyte,15051,13.900973
sample02056,102357,b_cell,11713,11.443282
sample02056,102357,cd8_t_cell,26738,26.122297
sample02056,102357,cd4_t_cell,27573,26.93807
sample02056,102357,nk_cell,19443,18.995281
sample02056,102357,monocyte,16890,16.50107
sample02057,100927,b_cell,10969,10.868251
sample02057,100927,cd8_t_cell,18279,18.11111
sample02057,100927,cd4_t_cell,22304,22.099141
sample02057,100927,nk_cell,17198,17.040039
sample02057,100927,monocyte,32177,31.881459
sample02058,112126,b_cell,9236,8.237162
sample02058,112126,cd8_t_cell,27995,24.967447
sample02058,112126,cd4_t_cell,33356,29.748676
sample02058,112126,nk_cell,19015,16.9586
sample02058,112126,monocyte,22524,20.088115
sample02059,102899,b_cell,7627,7.412123
sample02059,102899,cd8_t_cell,21969,21.350062
sample02059,102899,cd4_t_cell,35784,34.775848
sample02059,102899,nk_cell,18008,17.500656
sample02059,102899,monocyte,19511,18.961312
sample02060,105612,b_cell,6105,5.780593
sample02060,105612,cd8_t_cell,31491,29.817634
sample02060,105612,cd4_t_cell,27300,25.849335
sample02060,105612,nk_cell,18695,17.701587
sample02060,105612,monocyte,22021,20.85085
sample02061,90973,b_cell,12962,14.248184
sample02061,90973,cd8_t_cell,21021,23.106856
sample02061,90973,cd4_t_cell,22703,24.955756
sample02061,90973,nk_cell,11185,12.294857
sample02061,90973,monocyte,23102,25.394348
sample02062,84530,b_cell,7753,9.171892
sample02062,84530,cd8_t_cell,22480,26.594109
sample02062,84530,cd4_t_cell,21239,25.125991
sample02062,84530,nk_cell,17418,20.605702
sample02062,84530,monocyte,15640,18.502307
sample02063,102881,b_cell,9621,9.351581
sample02063,102881,cd8_t_cell,20440,19.867614
sample02063,102881,cd4_t_cell,36210,35.196003
sample02063,102881,nk_cell,16288,15.831883
sample02063,102881,monocyte,20322,19.752918
sample02064,99458,b_cell,11937,12.002051
sample02064,99458,cd8_t_cell,14622,14.701683
sample02064,99458,cd4_t_cell,32780,32.958636
sample02064,99458,nk_cell,18090,18.188582
sample02064,99458,monocyte,22029,22.149048
sample02065,102584,b_cell,8331,8.121149
sample02065,102584,cd8_t_cell,20035,19.530336
sample02065,102584,cd4_t_cell,36938,36.007565
sample02065,102584,nk_cell,12017,11.714302
sample02065,102584,monocyte,25263,24.626647
sample02066,102644,b_cell,11346,11.053739
sample02066,102644,cd8_t_cell,24005,23.386657
sample02066,102644,cd4_t_cell,32685,31.843069
sample02066,102644,nk_cell,13287,12.944741
sample02066,102644,monocyte,21321,20.771794
sample02067,106049,b_cell,11638,10.974172
sample02067,106049,cd8_t_cell,26020,24.535828
sample02067,106049,cd4_t_cell,28518,26.891343
sample02067,106049,nk_cell,16300,15.370253
sample02067,106049,monocyte,23573,22.228404
sample02068,93322,b_cell,11262,12.067894
sample02068,93322,cd8_t_cell,21880,23.445704
sample02068,93322,cd4_t_cell,23243,24.906239
sample02068,93322,nk_cell,18147,19.445576
sample02068,93322,monocyte,18790,20.134588
sample02069,108544,b_cell,16819,15.495099
sample02069,108544,cd8_t_cell,24729,22.782466
sample02069,108544,cd4_t_cell,31840,29.333726
sample02069,108544,nk_cell,14656,13.502358
sample02069,108544,monocyte,20500,18.88635
sample02070,102641,b_cell,7495,7.30215
sample02070,102641,cd8_t_cell,20149,19.630557
sample02070,102641,cd4_t_cell,34828,33.93186
sample02070,102641,nk_cell,21647,21.090013
sample02070,102641,monocyte,18522,18.04542
sample02071,102381,b_cell,9128,8.915717
sample02071,102381,cd8_t_cell,28907,28.234731
sample02071,102381,cd4_t_cell,35793,34.960588
sample02071,102381,nk_cell,13312,13.002413
sample02071,102381,monocyte,15241,14.886551
sample02072,100676,b_cell,10355,10.28547
sample02072,100676,cd8_t_cell,25826,25.652589
sample02072,100676,cd4_t_cell,33649,33.42306
sample02072,100676,nk_cell,12666,12.580953
sample02072,100676,monocyte,18180,18.057928
sample02073,100811,b_cell,9565,9.488052
sample02073,100811,cd8_t_cell,33922,33.649106
sample02073,100811,cd4_t_cell,21617,21.443096
sample02073,100811,nk_cell,15212,15.089623
sample02073,100811,monocyte,20495,20.330123
sample02074,93162,b_cell,8368,8.982203
sample02074,93162,cd8_t_cell,30461,32.696808
sample02074,93162,cd4_t_cell,21138,22.689509
sample02074,93162,nk_cell,14790,15.875572
sample02074,93162,monocyte,18405,19.755909
sample02075,105747,b_cell,7117,6.730215
sample02075,105747,cd8_t_cell,27714,26.207836
sample02075,105747,cd4_t_cell,33179,31.375831
sample02075,105747,nk_cell,12066,11.410253
sample02075,105747,monocyte,25671,24.275866
sample02076,91803,b_cell,7696,8.383168
sample02076,91803,cd8_t_cell,30509,33.233119
sample02076,91803,cd4_t_cell,33416,36.399682
sample02076,91803,nk_cell,8947,9.745869
sample02076,91803,monocyte,11235,12.238162
sample02077,100446,b_cell,9303,9.261693
sample02077,100446,cd8_t_cell,23727,23.621647
sample02077,100446,cd4_t_cell,34592,34.438405
sample02077,100446,nk_cell,15770,15.699978
sample02077,100446,monocyte,17054,16.978277
sample02078,108840,b_cell,15981,14.683021
sample02078,108840,cd8_t_cell,31481,28.924109
sample02078,108840,cd4_t_cell,29120,26.75487
sample02078,108840,nk_cell,14651,13.461044
sample02078,108840,monocyte,17607,16.176957
sample02079,94104,b_cell,10479,11.135552
sample02079,94104,cd8_t_cell,28657,30.452478
sample02079,94104,cd4_t_cell,20425,21.70471
sample02079,94104,nk_cell,12865,13.671045
sample02079,94104,monocyte,21678,23.036215
sample02080,105463,b_cell,7406,7.022368
sample02080,105463,cd8_t_cell,32118,30.454283
sample02080,105463,cd4_t_cell,33347,31.61962
sample02080,105463,nk_cell,9777,9.27055
sample02080,105463,monocyte,22815,21.633179
sample02081,110552,b_cell,11804,10.677328
sample02081,110552,cd8_t_cell,25384,22.96114
sample02081,110552,cd4_t_cell,35594,32.196613
sample02081,110552,nk_cell,15560,14.074825
sample02081,110552,monocyte,22210,20.090093
sample02082,89086,b_cell,6145,6.897829
sample02082,89086,cd8_t_cell,24439,27.433042
sample02082,89086,cd4_t_cell,24902,27.952765
sample02082,89086,nk_cell,12211,13.70698
sample02082,89086,monocyte,21389,24.009384
sample02083,102046,b_cell,10558,10.346314
sample02083,102046,cd8_t_cell,24734,24.238089
sample02083,102046,cd4_t_cell,31849,31.210435
sample02083,102046,nk_cell,10573,10.361014
sample02083,102046,monocyte,24332,23.844149
sample02084,92954,b_cell,12329,13.26355
sample02084,92954,cd8_t_cell,22409,24.107623
sample02084,92954,cd4_t_cell,26371,28.369946
sample02084,92954,nk_cell,17868,19.222411
sample02084,92954,monocyte,13977,15.03647
sample02085,90232,b_cell,9783,10.842052
sample02085,90232,cd8_t_cell,23709,26.275601
sample02085,90232,cd4_t_cell,25253,27.986745
sample02085,90232,nk_cell,12144,13.45864
sample02085,90232,monocyte,19343,21.436962
sample02086,103682,b_cell,11990,11.564206
sample02086,103682,cd8_t_cell,26966,26.008372
sample02086,103682,cd4_t_cell,31693,30.567504
sample02086,103682,nk_cell,15833,15.270732
sample02086,103682,monocyte,17200,16.589186
sample02087,96342,b_cell,9081,9.425796
sample02087,96342,cd8_t_cell,23786,24.689128
sample02087,96342,cd4_t_cell,27350,28.388449
sample02087,96342,nk_cell,14152,14.689336
sample02087,96342,monocyte,21973,22.807291
sample02088,106511,b_cell,15501,14.553426
sample02088,106511,cd8_t_cell,17309,16.250904
sample02088,106511,cd4_t_cell,41719,39.168724
sample02088,106511,nk_cell,13076,12.276666
sample02088,106511,monocyte,18906,17.750279
sample02089,106211,b_cell,11767,11.07889
sample02089,106211,cd8_t_cell,21482,20.225777
sample02089,106211,cd4_t_cell,38050,35.824915
sample02089,106211,nk_cell,18739,17.643182
sample02089,106211,monocyte,16173,15.227236
sample02090,97589,b_cell,9555,9.791063
sample02090,97589,cd8_t_cell,22015,22.558895
sample02090,97589,cd4_t_cell,28634,29.341422
sample02090,97589,nk_cell,15638,16.024347
sample02090,97589,monocyte,21747,22.284274
sample02091,106737,b_cell,8717,8.166803
sample02091,106737,cd8_t_cell,27168,25.453217
sample02091,106737,cd4_t_cell,27976,26.210218
sample02091,106737,nk_cell,15603,14.618174
sample02091,106737,monocyte,27273,25.551589
sample02092,101709,b_cell,6857,6.741783
sample02092,101709,cd8_t_cell,27590,27.12641
sample02092,101709,cd4_t_cell,40691,40.007276
sample02092,101709,nk_cell,7431,7.306138
sample02092,101709,monocyte,19140,18.818394
sample02093,103976,b_cell,12072,11.610372
sample02093,103976,cd8_t_cell,20298,19.521813
sample02093,103976,cd4_t_cell,40928,39.36293
sample02093,103976,nk_cell,10545,10.141763
sample02093,103976,monocyte,20133,19.363122
sample02094,99446,b_cell,8811,8.860085
sample02094,99446,cd8_t_cell,22889,23.016511
sample02094,99446,cd4_t_cell,28486,28.644692
sample02094,99446,nk_cell,16320,16.410916
sample02094,99446,monocyte,22940,23.067796
sample02095,92016,b_cell,12164,13.21944
sample02095,92016,cd8_t_cell,23036,25.034777
sample02095,92016,cd4_t_cell,32359,35.16671
sample02095,92016,nk_cell,11353,12.338072
sample02095,92016,monocyte,13104,14.241002
sample02096,100560,b_cell,6567,6.53043
sample02096,100560,cd8_t_cell,29154,28.991647
sample02096,100560,cd4_t_cell,32447,32.266309
sample02096,100560,nk_cell,16474,16.382259
sample02096,100560,monocyte,15918,15.829356
sample02097,97765,b_cell,11061,11.313865
sample02097,97765,cd8_t_cell,19711,20.161612
sample02097,97765,cd4_t_cell,29268,29.937094
sample02097,97765,nk_cell,20576,21.046387
sample02097,97765,monocyte,17149,17.541042
sample02098,97047,b_cell,10905,11.236823
sample02098,97047,cd8_t_cell,19248,19.833689
sample02098,97047,cd4_t_cell,22524,23.209373
sample02098,97047,nk_cell,20916,21.552444
sample02098,97047,monocyte,23454,24.167671
sample02099,106300,b_cell,11475,10.79492
sample02099,106300,cd8_t_cell,33557,31.568203
sample02099,106300,cd4_t_cell,26906,25.311383
sample02099,106300,nk_cell,14577,13.713076
sample02099,106300,monocyte,19785,18.612418
sample02100,100640,b_cell,8529,8.474762
sample02100,100640,cd8_t_cell,24541,24.384936
sample02100,100640,cd4_t_cell,29667,29.478339
sample02100,100640,nk_cell,12655,12.574523
sample02100,100640,monocyte,25248,25.08744
sample02101,104309,b_cell,8390,8.043409
sample02101,104309,cd8_t_cell,30990,29.709805
sample02101,104309,cd4_t_cell,37042,35.511797
sample02101,104309,nk_cell,8647,8.289793
sample02101,104309,monocyte,19240,18.445196
sample02102,97766,b_cell,10309,10.544566
sample02102,97766,cd8_t_cell,23787,24.330544
sample02102,97766,cd4_t_cell,30170,30.859399
sample02102,97766,nk_cell,13262,13.565043
sample02102,97766,monocyte,20238,20.700448
sample02103,108857,b_cell,6264,5.754338
sample02103,108857,cd8_t_cell,26533,24.374179
sample02103,108857,cd4_t_cell,27869,25.601477
sample02103,108857,nk_cell,18701,17.179419
sample02103,108857,monocyte,29490,27.090587
